"id";"title";"region";"region_id";"district";"population";"founded";"created_at";"updated_at"
"1";"Адыгейск";"Республика Адыгея";"1";"Южный";"12248";"1973";"17/11/2022 16:52:07";"17/11/2022 16:52:07"
"2";"Майкоп";"Республика Адыгея";"1";"Южный";"144246";"1857";"17/11/2022 16:52:08";"17/11/2022 16:52:08"
"3";"Горно-Алтайск";"Республика Алтай";"4";"Сибирский";"56928";"1830";"17/11/2022 16:52:08";"17/11/2022 16:52:08"
"4";"Алейск";"Алтайский край";"22";"Сибирский";"29512";"1913";"17/11/2022 16:52:08";"17/11/2022 16:52:08"
"5";"Барнаул";"Алтайский край";"22";"Сибирский";"612091";"1730";"17/11/2022 16:52:08";"17/11/2022 16:52:08"
"6";"Белокуриха";"Алтайский край";"22";"Сибирский";"14660";"1803";"17/11/2022 16:52:08";"17/11/2022 16:52:08"
"7";"Бийск";"Алтайский край";"22";"Сибирский";"210055";"1709";"17/11/2022 16:52:09";"17/11/2022 16:52:09"
"8";"Горняк";"Алтайский край";"22";"Сибирский";"13924";"1942";"17/11/2022 16:52:09";"17/11/2022 16:52:09"
"9";"Заринск";"Алтайский край";"22";"Сибирский";"48456";"1979";"17/11/2022 16:52:09";"17/11/2022 16:52:09"
"10";"Змеиногорск";"Алтайский край";"22";"Сибирский";"10955";"1736";"17/11/2022 16:52:09";"17/11/2022 16:52:09"
"11";"Камень-на-Оби";"Алтайский край";"22";"Сибирский";"43880";"1751";"17/11/2022 16:52:10";"17/11/2022 16:52:10"
"12";"Новоалтайск";"Алтайский край";"22";"Сибирский";"70438";"1736";"17/11/2022 16:52:10";"17/11/2022 16:52:10"
"13";"Рубцовск";"Алтайский край";"22";"Сибирский";"147008";"1892";"17/11/2022 16:52:10";"17/11/2022 16:52:10"
"14";"Славгород";"Алтайский край";"22";"Сибирский";"32390";"1910";"17/11/2022 16:52:10";"17/11/2022 16:52:10"
"15";"Яровое";"Алтайский край";"22";"Сибирский";"18605";"1943";"17/11/2022 16:52:10";"17/11/2022 16:52:10"
"16";"Белогорск";"Амурская область";"28";"Дальневосточный";"68220";"1860";"17/11/2022 16:52:11";"17/11/2022 16:52:11"
"17";"Благовещенск";"Амурская область";"28";"Дальневосточный";"214397";"1856";"17/11/2022 16:52:11";"17/11/2022 16:52:11"
"18";"Завитинск";"Амурская область";"28";"Дальневосточный";"11481";"1906";"17/11/2022 16:52:11";"17/11/2022 16:52:11"
"19";"Зея";"Амурская область";"28";"Дальневосточный";"25042";"1879";"17/11/2022 16:52:11";"17/11/2022 16:52:11"
"20";"Райчихинск";"Амурская область";"28";"Дальневосточный";"20499";"1932";"17/11/2022 16:52:12";"17/11/2022 16:52:12"
"21";"Свободный";"Амурская область";"28";"Дальневосточный";"58594";"1912";"17/11/2022 16:52:12";"17/11/2022 16:52:12"
"22";"Сковородино";"Амурская область";"28";"Дальневосточный";"9561";"1908";"17/11/2022 16:52:12";"17/11/2022 16:52:12"
"23";"Тында";"Амурская область";"28";"Дальневосточный";"35574";"1907";"17/11/2022 16:52:12";"17/11/2022 16:52:12"
"24";"Шимановск";"Амурская область";"28";"Дальневосточный";"19815";"1910";"17/11/2022 16:52:12";"17/11/2022 16:52:12"
"25";"Архангельск";"Архангельская область";"29";"Северо-Западный";"348716";"1584";"17/11/2022 16:52:13";"17/11/2022 16:52:13"
"26";"Вельск";"Архангельская область";"29";"Северо-Западный";"23885";"1137";"17/11/2022 16:52:13";"17/11/2022 16:52:13"
"27";"Каргополь";"Архангельская область";"29";"Северо-Западный";"10148";"1146";"17/11/2022 16:52:13";"17/11/2022 16:52:13"
"28";"Коряжма";"Архангельская область";"29";"Северо-Западный";"39629";"1535";"17/11/2022 16:52:13";"17/11/2022 16:52:13"
"29";"Котлас";"Архангельская область";"29";"Северо-Западный";"60562";"1890";"17/11/2022 16:52:14";"17/11/2022 16:52:14"
"30";"Мезень";"Архангельская область";"29";"Северо-Западный";"3599";"16 век";"17/11/2022 16:52:14";"17/11/2022 16:52:14"
"31";"Мирный";"Архангельская область";"29";"Северо-Западный";"30259";"1957";"17/11/2022 16:52:14";"17/11/2022 16:52:14"
"32";"Новодвинск";"Архангельская область";"29";"Северо-Западный";"40612";"1936";"17/11/2022 16:52:14";"17/11/2022 16:52:14"
"33";"Няндома";"Архангельская область";"29";"Северо-Западный";"22354";"1898";"17/11/2022 16:52:14";"17/11/2022 16:52:14"
"34";"Онега";"Архангельская область";"29";"Северо-Западный";"21359";"1137";"17/11/2022 16:52:15";"17/11/2022 16:52:15"
"35";"Северодвинск";"Архангельская область";"29";"Северо-Западный";"192265";"1936";"17/11/2022 16:52:15";"17/11/2022 16:52:15"
"36";"Сольвычегодск";"Архангельская область";"29";"Северо-Западный";"2460";"14 век";"17/11/2022 16:52:15";"17/11/2022 16:52:15"
"37";"Шенкурск";"Архангельская область";"29";"Северо-Западный";"5702";"1137";"17/11/2022 16:52:15";"17/11/2022 16:52:15"
"38";"Астрахань";"Астраханская область";"30";"Южный";"520662";"1558";"17/11/2022 16:52:15";"17/11/2022 16:52:15"
"39";"Ахтубинск";"Астраханская область";"30";"Южный";"41898";"1959";"17/11/2022 16:52:16";"17/11/2022 16:52:16"
"40";"Знаменск";"Астраханская область";"30";"Южный";"29357";"1948";"17/11/2022 16:52:16";"17/11/2022 16:52:16"
"41";"Камызяк";"Астраханская область";"30";"Южный";"16291";"1560";"17/11/2022 16:52:16";"17/11/2022 16:52:16"
"42";"Нариманов";"Астраханская область";"30";"Южный";"11386";"1963";"17/11/2022 16:52:16";"17/11/2022 16:52:16"
"43";"Харабали";"Астраханская область";"30";"Южный";"18209";"1789";"17/11/2022 16:52:17";"17/11/2022 16:52:17"
"44";"Агидель";"Республика Башкортостан";"2";"Приволжский";"16365";"1980";"17/11/2022 16:52:17";"17/11/2022 16:52:17"
"45";"Баймак";"Республика Башкортостан";"2";"Приволжский";"17710";"1748";"17/11/2022 16:52:17";"17/11/2022 16:52:17"
"46";"Белебей";"Республика Башкортостан";"2";"Приволжский";"60183";"1715";"17/11/2022 16:52:17";"17/11/2022 16:52:17"
"47";"Белорецк";"Республика Башкортостан";"2";"Приволжский";"68804";"1762";"17/11/2022 16:52:17";"17/11/2022 16:52:17"
"48";"Бирск";"Республика Башкортостан";"2";"Приволжский";"41637";"1663";"17/11/2022 16:52:18";"17/11/2022 16:52:18"
"49";"Благовещенск";"Республика Башкортостан";"2";"Приволжский";"34246";"1756";"17/11/2022 16:52:18";"17/11/2022 16:52:18"
"50";"Давлеканово";"Республика Башкортостан";"2";"Приволжский";"24040";"18 век";"17/11/2022 16:52:18";"17/11/2022 16:52:18"
"51";"Дюртюли";"Республика Башкортостан";"2";"Приволжский";"31272";"1795";"17/11/2022 16:52:18";"17/11/2022 16:52:18"
"52";"Ишимбай";"Республика Башкортостан";"2";"Приволжский";"66259";"1815";"17/11/2022 16:52:19";"17/11/2022 16:52:19"
"53";"Кумертау";"Республика Башкортостан";"2";"Приволжский";"62854";"1947";"17/11/2022 16:52:19";"17/11/2022 16:52:19"
"54";"Межгорье";"Республика Башкортостан";"2";"Приволжский";"17353";"1979";"17/11/2022 16:52:19";"17/11/2022 16:52:19"
"55";"Мелеуз";"Республика Башкортостан";"2";"Приволжский";"61408";"18 век";"17/11/2022 16:52:19";"17/11/2022 16:52:19"
"56";"Нефтекамск";"Республика Башкортостан";"2";"Приволжский";"121757";"1957";"17/11/2022 16:52:19";"17/11/2022 16:52:19"
"57";"Октябрьский";"Республика Башкортостан";"2";"Приволжский";"109379";"1946";"17/11/2022 16:52:20";"17/11/2022 16:52:20"
"58";"Салават";"Республика Башкортостан";"2";"Приволжский";"156085";"1948";"17/11/2022 16:52:20";"17/11/2022 16:52:20"
"59";"Сибай";"Республика Башкортостан";"2";"Приволжский";"62732";"1913";"17/11/2022 16:52:20";"17/11/2022 16:52:20"
"60";"Стерлитамак";"Республика Башкортостан";"2";"Приволжский";"273432";"1766";"17/11/2022 16:52:20";"17/11/2022 16:52:20"
"61";"Туймазы";"Республика Башкортостан";"2";"Приволжский";"66849";"1912";"17/11/2022 16:52:20";"17/11/2022 16:52:20"
"62";"Уфа";"Республика Башкортостан";"2";"Приволжский";"1062300";"1574";"17/11/2022 16:52:21";"17/11/2022 16:52:21"
"63";"Учалы";"Республика Башкортостан";"2";"Приволжский";"37771";"1955";"17/11/2022 16:52:21";"17/11/2022 16:52:21"
"64";"Янаул";"Республика Башкортостан";"2";"Приволжский";"26988";"1914";"17/11/2022 16:52:21";"17/11/2022 16:52:21"
"65";"Алексеевка";"Белгородская область";"31";"Центральный";"39026";"1685";"17/11/2022 16:52:21";"17/11/2022 16:52:21"
"66";"Белгород";"Белгородская область";"31";"Центральный";"356426";"1596";"17/11/2022 16:52:22";"17/11/2022 16:52:22"
"67";"Бирюч";"Белгородская область";"31";"Центральный";"7842";"1705";"17/11/2022 16:52:22";"17/11/2022 16:52:22"
"68";"Валуйки";"Белгородская область";"31";"Центральный";"35322";"1593";"17/11/2022 16:52:22";"17/11/2022 16:52:22"
"69";"Грайворон";"Белгородская область";"31";"Центральный";"6234";"1678";"17/11/2022 16:52:22";"17/11/2022 16:52:22"
"70";"Губкин";"Белгородская область";"31";"Центральный";"88562";"1939";"17/11/2022 16:52:22";"17/11/2022 16:52:22"
"71";"Короча";"Белгородская область";"31";"Центральный";"5877";"1637";"17/11/2022 16:52:23";"17/11/2022 16:52:23"
"72";"Новый Оскол";"Белгородская область";"31";"Центральный";"19530";"1647";"17/11/2022 16:52:23";"17/11/2022 16:52:23"
"73";"Старый Оскол";"Белгородская область";"31";"Центральный";"221163";"1593";"17/11/2022 16:52:23";"17/11/2022 16:52:23"
"74";"Строитель";"Белгородская область";"31";"Центральный";"23933";"1958";"17/11/2022 16:52:23";"17/11/2022 16:52:23"
"75";"Шебекино";"Белгородская область";"31";"Центральный";"44277";"1713";"17/11/2022 16:52:24";"17/11/2022 16:52:24"
"76";"Брянск";"Брянская область";"32";"Центральный";"415640";"985";"17/11/2022 16:52:24";"17/11/2022 16:52:24"
"77";"Дятьково";"Брянская область";"32";"Центральный";"29438";"1626";"17/11/2022 16:52:24";"17/11/2022 16:52:24"
"78";"Жуковка";"Брянская область";"32";"Центральный";"18269";"1871";"17/11/2022 16:52:24";"17/11/2022 16:52:24"
"79";"Злынка";"Брянская область";"32";"Центральный";"5507";"1702";"17/11/2022 16:52:24";"17/11/2022 16:52:24"
"80";"Карачев";"Брянская область";"32";"Центральный";"19715";"1146";"17/11/2022 16:52:25";"17/11/2022 16:52:25"
"81";"Клинцы";"Брянская область";"32";"Центральный";"62510";"1707";"17/11/2022 16:52:25";"17/11/2022 16:52:25"
"82";"Мглин";"Брянская область";"32";"Центральный";"7916";"1387";"17/11/2022 16:52:25";"17/11/2022 16:52:25"
"83";"Новозыбков";"Брянская область";"32";"Центральный";"40552";"1701";"17/11/2022 16:52:25";"17/11/2022 16:52:25"
"84";"Почеп";"Брянская область";"32";"Центральный";"17933";"1447";"17/11/2022 16:52:26";"17/11/2022 16:52:26"
"85";"Севск";"Брянская область";"32";"Центральный";"7282";"1146";"17/11/2022 16:52:26";"17/11/2022 16:52:26"
"86";"Сельцо";"Брянская область";"32";"Центральный";"17933";"1870-е";"17/11/2022 16:52:26";"17/11/2022 16:52:26"
"87";"Стародуб";"Брянская область";"32";"Центральный";"19010";"1080";"17/11/2022 16:52:26";"17/11/2022 16:52:26"
"88";"Сураж";"Брянская область";"32";"Центральный";"11640";"17 век";"17/11/2022 16:52:26";"17/11/2022 16:52:26"
"89";"Трубчевск";"Брянская область";"32";"Центральный";"15014";"975";"17/11/2022 16:52:27";"17/11/2022 16:52:27"
"90";"Унеча";"Брянская область";"32";"Центральный";"26196";"1887";"17/11/2022 16:52:27";"17/11/2022 16:52:27"
"91";"Фокино";"Брянская область";"32";"Центральный";"13874";"1899";"17/11/2022 16:52:27";"17/11/2022 16:52:27"
"92";"Бабушкин";"Республика Бурятия";"3";"Сибирский";"4839";"1760-е";"17/11/2022 16:52:27";"17/11/2022 16:52:27"
"93";"Гусиноозёрск";"Республика Бурятия";"3";"Сибирский";"24603";"1939";"17/11/2022 16:52:27";"17/11/2022 16:52:27"
"94";"Закаменск";"Республика Бурятия";"3";"Сибирский";"11530";"1934";"17/11/2022 16:52:28";"17/11/2022 16:52:28"
"95";"Кяхта";"Республика Бурятия";"3";"Сибирский";"20041";"1727";"17/11/2022 16:52:28";"17/11/2022 16:52:28"
"96";"Северобайкальск";"Республика Бурятия";"3";"Сибирский";"24935";"1974";"17/11/2022 16:52:28";"17/11/2022 16:52:28"
"97";"Улан-Удэ";"Республика Бурятия";"3";"Сибирский";"404357";"1666";"17/11/2022 16:52:28";"17/11/2022 16:52:28"
"98";"Александров";"Владимирская область";"33";"Центральный";"61544";"14 век";"17/11/2022 16:52:29";"17/11/2022 16:52:29"
"99";"Владимир";"Владимирская область";"33";"Центральный";"348256";"990";"17/11/2022 16:52:29";"17/11/2022 16:52:29"
"100";"Вязники";"Владимирская область";"33";"Центральный";"41252";"1608";"17/11/2022 16:52:29";"17/11/2022 16:52:29"
"101";"Гороховец";"Владимирская область";"33";"Центральный";"14015";"1158";"17/11/2022 16:52:29";"17/11/2022 16:52:29"
"102";"Гусь-Хрустальный";"Владимирская область";"33";"Центральный";"60773";"1756";"17/11/2022 16:52:29";"17/11/2022 16:52:29"
"103";"Камешково";"Владимирская область";"33";"Центральный";"13113";"1892";"17/11/2022 16:52:30";"17/11/2022 16:52:30"
"104";"Карабаново";"Владимирская область";"33";"Центральный";"14868";"1630";"17/11/2022 16:52:30";"17/11/2022 16:52:30"
"105";"Киржач";"Владимирская область";"33";"Центральный";"30044";"1332";"17/11/2022 16:52:30";"17/11/2022 16:52:30"
"106";"Ковров";"Владимирская область";"33";"Центральный";"145492";"12 век";"17/11/2022 16:52:30";"17/11/2022 16:52:30"
"107";"Кольчугино";"Владимирская область";"33";"Центральный";"45804";"1871";"17/11/2022 16:52:31";"17/11/2022 16:52:31"
"108";"Костерёво";"Владимирская область";"33";"Центральный";"9136";"1890";"17/11/2022 16:52:31";"17/11/2022 16:52:31"
"109";"Курлово";"Владимирская область";"33";"Центральный";"6791";"1811";"17/11/2022 16:52:31";"17/11/2022 16:52:31"
"110";"Лакинск";"Владимирская область";"33";"Центральный";"15707";"15 век";"17/11/2022 16:52:31";"17/11/2022 16:52:31"
"111";"Меленки";"Владимирская область";"33";"Центральный";"15208";"18 век";"17/11/2022 16:52:31";"17/11/2022 16:52:31"
"112";"Муром";"Владимирская область";"33";"Центральный";"116078";"862";"17/11/2022 16:52:32";"17/11/2022 16:52:32"
"113";"Петушки";"Владимирская область";"33";"Центральный";"15167";"1861";"17/11/2022 16:52:32";"17/11/2022 16:52:32"
"114";"Покров";"Владимирская область";"33";"Центральный";"17762";"1506";"17/11/2022 16:52:32";"17/11/2022 16:52:32"
"115";"Радужный";"Владимирская область";"33";"Центральный";"18212";"1971";"17/11/2022 16:52:32";"17/11/2022 16:52:32"
"116";"Собинка";"Владимирская область";"33";"Центральный";"19482";"1858";"17/11/2022 16:52:33";"17/11/2022 16:52:33"
"117";"Струнино";"Владимирская область";"33";"Центральный";"14372";"1492";"17/11/2022 16:52:33";"17/11/2022 16:52:33"
"118";"Судогда";"Владимирская область";"33";"Центральный";"11848";"1552";"17/11/2022 16:52:33";"17/11/2022 16:52:33"
"119";"Суздаль";"Владимирская область";"33";"Центральный";"10535";"999";"17/11/2022 16:52:33";"17/11/2022 16:52:33"
"120";"Юрьев-Польский";"Владимирская область";"33";"Центральный";"19588";"1152";"17/11/2022 16:52:33";"17/11/2022 16:52:33"
"121";"Волгоград";"Волгоградская область";"34";"Южный";"1021244";"1589";"17/11/2022 16:52:34";"17/11/2022 16:52:34"
"122";"Волжский";"Волгоградская область";"34";"Южный";"314436";"1951";"17/11/2022 16:52:34";"17/11/2022 16:52:34"
"123";"Дубовка";"Волгоградская область";"34";"Южный";"14345";"1732";"17/11/2022 16:52:34";"17/11/2022 16:52:34"
"124";"Жирновск";"Волгоградская область";"34";"Южный";"16890";"18 век";"17/11/2022 16:52:34";"17/11/2022 16:52:34"
"125";"Калач-на-Дону";"Волгоградская область";"34";"Южный";"26892";"1708";"17/11/2022 16:52:34";"17/11/2022 16:52:34"
"126";"Камышин";"Волгоградская область";"34";"Южный";"119924";"1668";"17/11/2022 16:52:35";"17/11/2022 16:52:35"
"127";"Котельниково";"Волгоградская область";"34";"Южный";"20441";"1897";"17/11/2022 16:52:35";"17/11/2022 16:52:35"
"128";"Котово";"Волгоградская область";"34";"Южный";"24104";"1710-е";"17/11/2022 16:52:35";"17/11/2022 16:52:35"
"129";"Краснослободск";"Волгоградская область";"34";"Южный";"16007";"1870";"17/11/2022 16:52:35";"17/11/2022 16:52:35"
"130";"Ленинск";"Волгоградская область";"34";"Южный";"15527";"1802";"17/11/2022 16:52:36";"17/11/2022 16:52:36"
"131";"Михайловка";"Волгоградская область";"34";"Южный";"59153";"1762";"17/11/2022 16:52:36";"17/11/2022 16:52:36"
"132";"Николаевск";"Волгоградская область";"34";"Южный";"15081";"1747";"17/11/2022 16:52:36";"17/11/2022 16:52:36"
"133";"Новоаннинский";"Волгоградская область";"34";"Южный";"17911";"1956";"17/11/2022 16:52:36";"17/11/2022 16:52:36"
"134";"Палласовка";"Волгоградская область";"34";"Южный";"15984";"1907";"17/11/2022 16:52:36";"17/11/2022 16:52:36"
"135";"Петров Вал";"Волгоградская область";"34";"Южный";"13264";"1942";"17/11/2022 16:52:37";"17/11/2022 16:52:37"
"136";"Серафимович";"Волгоградская область";"34";"Южный";"9368";"1589";"17/11/2022 16:52:37";"17/11/2022 16:52:37"
"137";"Суровикино";"Волгоградская область";"34";"Южный";"20527";"1744";"17/11/2022 16:52:37";"17/11/2022 16:52:37"
"138";"Урюпинск";"Волгоградская область";"34";"Южный";"41594";"1618";"17/11/2022 16:52:37";"17/11/2022 16:52:37"
"139";"Фролово";"Волгоградская область";"34";"Южный";"39489";"1859";"17/11/2022 16:52:38";"17/11/2022 16:52:38"
"140";"Бабаево";"Вологодская область";"35";"Северо-Западный";"12074";"15 век";"17/11/2022 16:52:38";"17/11/2022 16:52:38"
"141";"Белозерск";"Вологодская область";"35";"Северо-Западный";"9614";"862";"17/11/2022 16:52:38";"17/11/2022 16:52:38"
"142";"Великий Устюг";"Вологодская область";"35";"Северо-Западный";"31664";"1147";"17/11/2022 16:52:38";"17/11/2022 16:52:38"
"143";"Вологда";"Вологодская область";"35";"Северо-Западный";"301642";"1147";"17/11/2022 16:52:38";"17/11/2022 16:52:38"
"144";"Вытегра";"Вологодская область";"35";"Северо-Западный";"10490";"1710";"17/11/2022 16:52:39";"17/11/2022 16:52:39"
"145";"Грязовец";"Вологодская область";"35";"Северо-Западный";"15528";"1538";"17/11/2022 16:52:39";"17/11/2022 16:52:39"
"146";"Кадников";"Вологодская область";"35";"Северо-Западный";"4797";"1492";"17/11/2022 16:52:39";"17/11/2022 16:52:39"
"147";"Кириллов";"Вологодская область";"35";"Северо-Западный";"7735";"1397";"17/11/2022 16:52:39";"17/11/2022 16:52:39"
"148";"Красавино";"Вологодская область";"35";"Северо-Западный";"7003";"1848";"17/11/2022 16:52:40";"17/11/2022 16:52:40"
"149";"Никольск";"Вологодская область";"35";"Северо-Западный";"8515";"14 век";"17/11/2022 16:52:40";"17/11/2022 16:52:40"
"150";"Сокол";"Вологодская область";"35";"Северо-Западный";"38454";"1615";"17/11/2022 16:52:40";"17/11/2022 16:52:40"
"151";"Тотьма";"Вологодская область";"35";"Северо-Западный";"9784";"1137";"17/11/2022 16:52:40";"17/11/2022 16:52:40"
"152";"Устюжна";"Вологодская область";"35";"Северо-Западный";"9478";"1252";"17/11/2022 16:52:40";"17/11/2022 16:52:40"
"153";"Харовск";"Вологодская область";"35";"Северо-Западный";"10078";"1903";"17/11/2022 16:52:41";"17/11/2022 16:52:41"
"154";"Череповец";"Вологодская область";"35";"Северо-Западный";"312311";"1777";"17/11/2022 16:52:41";"17/11/2022 16:52:41"
"155";"Бобров";"Воронежская область";"36";"Центральный";"19738";"1698";"17/11/2022 16:52:41";"17/11/2022 16:52:41"
"156";"Богучар";"Воронежская область";"36";"Центральный";"11811";"1704";"17/11/2022 16:52:41";"17/11/2022 16:52:41"
"157";"Борисоглебск";"Воронежская область";"36";"Центральный";"65585";"1698";"17/11/2022 16:52:41";"17/11/2022 16:52:41"
"158";"Бутурлиновка";"Воронежская область";"36";"Центральный";"27208";"1740";"17/11/2022 16:52:42";"17/11/2022 16:52:42"
"159";"Воронеж";"Воронежская область";"36";"Центральный";"889989";"1586";"17/11/2022 16:52:42";"17/11/2022 16:52:42"
"160";"Калач";"Воронежская область";"36";"Центральный";"20046";"1716";"17/11/2022 16:52:42";"17/11/2022 16:52:42"
"161";"Лиски";"Воронежская область";"36";"Центральный";"55864";"16 век";"17/11/2022 16:52:42";"17/11/2022 16:52:42"
"162";"Нововоронеж";"Воронежская область";"36";"Центральный";"32635";"1957";"17/11/2022 16:52:43";"17/11/2022 16:52:43"
"163";"Новохопёрск";"Воронежская область";"36";"Центральный";"6849";"1710";"17/11/2022 16:52:43";"17/11/2022 16:52:43"
"164";"Острогожск";"Воронежская область";"36";"Центральный";"33842";"1652";"17/11/2022 16:52:43";"17/11/2022 16:52:43"
"165";"Павловск";"Воронежская область";"36";"Центральный";"25126";"1709";"17/11/2022 16:52:43";"17/11/2022 16:52:43"
"166";"Поворино";"Воронежская область";"36";"Центральный";"17692";"1870";"17/11/2022 16:52:43";"17/11/2022 16:52:43"
"167";"Россошь";"Воронежская область";"36";"Центральный";"62865";"17 век";"17/11/2022 16:52:44";"17/11/2022 16:52:44"
"168";"Семилуки";"Воронежская область";"36";"Центральный";"26025";"1615";"17/11/2022 16:52:44";"17/11/2022 16:52:44"
"169";"Эртиль";"Воронежская область";"36";"Центральный";"11387";"1897";"17/11/2022 16:52:44";"17/11/2022 16:52:44"
"170";"Буйнакск";"Республика Дагестан";"5";"Северо-Кавказский";"65735";"1834";"17/11/2022 16:52:44";"17/11/2022 16:52:44"
"171";"Дагестанские Огни";"Республика Дагестан";"5";"Северо-Кавказский";"30671";"1914";"17/11/2022 16:52:45";"17/11/2022 16:52:45"
"172";"Дербент";"Республика Республика Дагестан";"5";"Северо-Кавказский";"119961";"438";"17/11/2022 16:52:45";"17/11/2022 16:52:45"
"173";"Избербаш";"Республика Дагестан";"5";"Северо-Кавказский";"56301";"1932";"17/11/2022 16:52:45";"17/11/2022 16:52:45"
"174";"Каспийск";"Республика Дагестан";"5";"Северо-Кавказский";"103914";"1932";"17/11/2022 16:52:45";"17/11/2022 16:52:45"
"175";"Кизилюрт";"Республика Дагестан";"5";"Северо-Кавказский";"36187";"1963";"17/11/2022 16:52:45";"17/11/2022 16:52:45"
"176";"Кизляр";"Республика Дагестан";"5";"Северо-Кавказский";"49169";"1735";"17/11/2022 16:52:46";"17/11/2022 16:52:46"
"177";"Махачкала";"Республика Дагестан";"5";"Северо-Кавказский";"577990";"1844";"17/11/2022 16:52:46";"17/11/2022 16:52:46"
"178";"Хасавюрт";"Республика Дагестан";"5";"Северо-Кавказский";"133929";"1846";"17/11/2022 16:52:46";"17/11/2022 16:52:46"
"179";"Южно-Сухокумск";"Республика Дагестан";"5";"Северо-Кавказский";"10048";"1958";"17/11/2022 16:52:46";"17/11/2022 16:52:46"
"180";"Биробиджан";"Еврейская АО";"79";"Дальневосточный";"75419";"1915";"17/11/2022 16:52:47";"17/11/2022 16:52:47"
"181";"Облучье";"Еврейская АО";"79";"Дальневосточный";"9379";"1911";"17/11/2022 16:52:47";"17/11/2022 16:52:47"
"182";"Балей";"Забайкальский край";"75";"Сибирский";"12536";"1736";"17/11/2022 16:52:47";"17/11/2022 16:52:47"
"183";"Борзя";"Забайкальский край";"75";"Сибирский";"31376";"1899";"17/11/2022 16:52:47";"17/11/2022 16:52:47"
"184";"Краснокаменск";"Забайкальский край";"75";"Сибирский";"55668";"1967";"17/11/2022 16:52:47";"17/11/2022 16:52:47"
"185";"Могоча";"Забайкальский край";"75";"Сибирский";"13228";"1910";"17/11/2022 16:52:48";"17/11/2022 16:52:48"
"186";"Нерчинск";"Забайкальский край";"75";"Сибирский";"14976";"1653";"17/11/2022 16:52:48";"17/11/2022 16:52:48"
"187";"Петровск-Забайкальский";"Забайкальский край";"75";"Сибирский";"18555";"1789";"17/11/2022 16:52:48";"17/11/2022 16:52:48"
"188";"Сретенск";"Забайкальский край";"75";"Сибирский";"6850";"1689";"17/11/2022 16:52:48";"17/11/2022 16:52:48"
"189";"Хилок";"Забайкальский край";"75";"Сибирский";"11530";"1895";"17/11/2022 16:52:48";"17/11/2022 16:52:48"
"190";"Чита";"Забайкальский край";"75";"Сибирский";"323964";"1653";"17/11/2022 16:52:49";"17/11/2022 16:52:49"
"191";"Шилка";"Забайкальский край";"75";"Сибирский";"13947";"1897";"17/11/2022 16:52:49";"17/11/2022 16:52:49"
"192";"Вичуга";"Ивановская область";"37";"Центральный";"37609";"1925";"17/11/2022 16:52:49";"17/11/2022 16:52:49"
"193";"Гаврилов Посад";"Ивановская область";"37";"Центральный";"6434";"1434";"17/11/2022 16:52:49";"17/11/2022 16:52:49"
"194";"Заволжск";"Ивановская область";"37";"Центральный";"12045";"19 век";"17/11/2022 16:52:50";"17/11/2022 16:52:50"
"195";"Иваново";"Ивановская область";"37";"Центральный";"409277";"1561";"17/11/2022 16:52:50";"17/11/2022 16:52:50"
"196";"Кинешма";"Ивановская область";"37";"Центральный";"88113";"1429";"17/11/2022 16:52:50";"17/11/2022 16:52:50"
"197";"Комсомольск";"Ивановская область";"37";"Центральный";"8693";"1931";"17/11/2022 16:52:50";"17/11/2022 16:52:50"
"198";"Кохма";"Ивановская область";"37";"Центральный";"29408";"1619";"17/11/2022 16:52:50";"17/11/2022 16:52:50"
"199";"Наволоки";"Ивановская область";"37";"Центральный";"10207";"1775";"17/11/2022 16:52:51";"17/11/2022 16:52:51"
"200";"Плёс";"Ивановская область";"37";"Центральный";"2341";"1410";"17/11/2022 16:52:51";"17/11/2022 16:52:51"
"201";"Приволжск";"Ивановская область";"37";"Центральный";"16749";"1484";"17/11/2022 16:52:51";"17/11/2022 16:52:51"
"202";"Пучеж";"Ивановская область";"37";"Центральный";"8583";"1594";"17/11/2022 16:52:51";"17/11/2022 16:52:51"
"203";"Родники";"Ивановская область";"37";"Центральный";"26318";"1606";"17/11/2022 16:52:52";"17/11/2022 16:52:52"
"204";"Тейково";"Ивановская область";"37";"Центральный";"34993";"17 век";"17/11/2022 16:52:52";"17/11/2022 16:52:52"
"205";"Фурманов";"Ивановская область";"37";"Центральный";"36149";"1918";"17/11/2022 16:52:52";"17/11/2022 16:52:52"
"206";"Шуя";"Ивановская область";"37";"Центральный";"58528";"1394";"17/11/2022 16:52:52";"17/11/2022 16:52:52"
"207";"Южа";"Ивановская область";"37";"Центральный";"14170";"1628";"17/11/2022 16:52:52";"17/11/2022 16:52:52"
"208";"Юрьевец";"Ивановская область";"37";"Центральный";"10205";"1225";"17/11/2022 16:52:53";"17/11/2022 16:52:53"
"209";"Карабулак";"Республика Ингушетия";"6";"Северо-Кавказский";"31081";"1859";"17/11/2022 16:52:53";"17/11/2022 16:52:53"
"210";"Магас";"Республика Ингушетия";"6";"Северо-Кавказский";"2505";"1995";"17/11/2022 16:52:53";"17/11/2022 16:52:53"
"211";"Малгобек";"Республика Ингушетия";"6";"Северо-Кавказский";"31076";"1934";"17/11/2022 16:52:53";"17/11/2022 16:52:53"
"212";"Назрань";"Республика Ингушетия";"6";"Северо-Кавказский";"93357";"1781";"17/11/2022 16:52:53";"17/11/2022 16:52:53"
