"id";"title";"region";"region_id";"district";"population";"founded";"created_at";"updated_at"
"2212";"Томпонский муниципальный район; посёлок Хандыга";"Республика Саха (Якутия)";"14";"Дальневосточный федеральный округ";;;"16/12/2022 12:33:00";"16/12/2022 12:33:00"
"2213";"Усть-Алданский улус; село Борогонцы";"Республика Саха (Якутия)";"14";"Дальневосточный федеральный округ";;;"16/12/2022 12:33:01";"16/12/2022 12:33:01"
"2214";"муниципальный район Усть-Майский улус; посёлок городского типа Усть-Мая";"Республика Саха (Якутия)";"14";"Дальневосточный федеральный округ";;;"16/12/2022 12:33:02";"16/12/2022 12:33:02"
"2215";"Усть-Янский улус; посёлок городского типа Депутатский";"Республика Саха (Якутия)";"14";"Дальневосточный федеральный округ";;;"16/12/2022 12:33:02";"16/12/2022 12:33:02"
"2216";"муниципальный район Чурапчинский улус; село Чурапча";"Республика Саха (Якутия)";"14";"Дальневосточный федеральный округ";;;"16/12/2022 12:33:04";"16/12/2022 12:33:04"
"2217";"Эвено-Бытантайский улус; село Батагай-Алыта";"Республика Саха (Якутия)";"14";"Дальневосточный федеральный округ";;;"16/12/2022 12:33:04";"16/12/2022 12:33:04"
"2218";"Одинцовский городской округ; посёлок Сосны";"Московская область";"50";"Центральный федеральный округ";;;"16/12/2022 12:33:16";"16/12/2022 12:33:16"
"2219";"Ирафский район; село Чикола";"Республика Северная Осетия — Алания";"15";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:40:49";"16/12/2022 12:40:49"
"2220";"Кировский район; село Эльхотово";"Республика Северная Осетия — Алания";"15";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:40:49";"16/12/2022 12:40:49"
"2221";"Пригородный район; село Октябрьское";"Республика Северная Осетия — Алания";"15";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:40:50";"16/12/2022 12:40:50"
"2222";"Алагирский район; поселок Верхний Фиагдон";"Республика Северная Осетия — Алания";"15";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:40:51";"16/12/2022 12:40:51"
"2223";"Алагирский район; село Тамиск";"Республика Северная Осетия — Алания";"15";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:40:57";"16/12/2022 12:40:57"
"2224";"Нижнекамский район; посёлок городского типа Камские Поляны";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:07";"16/12/2022 12:41:07"
"2225";"Аксубаевский район; посёлок городского типа Аксубаево";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:16";"16/12/2022 12:41:16"
"2226";"Актанышский район; село Актаныш";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:17";"16/12/2022 12:41:17"
"2227";"Алексеевский район; посёлок городского типа Алексеевское";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:17";"16/12/2022 12:41:17"
"2228";"Алькеевский район; село Базарные Матаки";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:18";"16/12/2022 12:41:18"
"2229";"Апастовский район; посёлок городского типа Апастово";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:18";"16/12/2022 12:41:18"
"2230";"Атнинский район; село Большая Атня";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:19";"16/12/2022 12:41:19"
"2231";"Балтасинский район; посёлок городского типа Балтаси";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:20";"16/12/2022 12:41:20"
"2232";"Верхнеуслонский район; село Верхний Услон";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:20";"16/12/2022 12:41:20"
"2233";"Высокогорский район; посёлок железнодорожной станции Высокая Гора";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:21";"16/12/2022 12:41:21"
"2234";"Дрожжановский район; село Старое Дрожжаное";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:21";"16/12/2022 12:41:21"
"2235";"Кайбицкий район; село Большие Кайбицы";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:22";"16/12/2022 12:41:22"
"2236";"Камско-Устьинский район; посёлок городского типа Камское Устье";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:22";"16/12/2022 12:41:22"
"2237";"Кукморский район; Кукмор";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:22";"16/12/2022 12:41:22"
"2238";"Лаишевский район; город Лаишево";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:23";"16/12/2022 12:41:23"
"2239";"Муслюмовский район; село Муслюмово";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:24";"16/12/2022 12:41:24"
"2240";"Новошешминский район; село Новошешминск";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:25";"16/12/2022 12:41:25"
"2241";"Пестречинский район; село Пестрецы";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:25";"16/12/2022 12:41:25"
"2242";"Рыбно-Слободский район; посёлок городского типа Рыбная Слобода";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:26";"16/12/2022 12:41:26"
"2243";"Сабинский район; посёлок городского типа Богатые Сабы";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:26";"16/12/2022 12:41:26"
"2244";"Сармановский район; село Сарманово";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:27";"16/12/2022 12:41:27"
"2245";"Тукаевский район; посёлок Совхоз Татарстан";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:31";"16/12/2022 12:41:31"
"2246";"Черемшанский район; село Черемшан";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:34";"16/12/2022 12:41:34"
"2247";"Тюлячинский район; село Тюлячи";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:34";"16/12/2022 12:41:34"
"2248";"Ютазинский район; посёлок городского типа Уруссу";"Республика Татарстан";"16";"Приволжский федеральный округ";;;"16/12/2022 12:41:34";"16/12/2022 12:41:34"
"2249";"Бай-Тайгинский кожуун; село Тээли";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:53";"16/12/2022 12:41:53"
"2250";"Каа-Хемский кожуун; село Сарыг-Сеп";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:53";"16/12/2022 12:41:53"
"2252";"Монгун-Тайгинский кожуун; село Мугур-Аксы";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:54";"16/12/2022 12:41:54"
"2253";"Овюрский кожуун; село Хандагайты";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:55";"16/12/2022 12:41:55"
"2254";"Сут-Хольский кожуун; село Суг-Аксы";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:55";"16/12/2022 12:41:55"
"2255";"Тандинский кожуун; село Бай-Хаак";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:56";"16/12/2022 12:41:56"
"2256";"Тес-Хемский кожуун; село Самагалтай";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:56";"16/12/2022 12:41:56"
"2257";"Тере-Хольский кожуун; село Кунгуртуг";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:57";"16/12/2022 12:41:57"
"2258";"Тоджинский кожуун; село Тоора-Хем";"Республика Тыва";"17";"Сибирский федеральный округ";;;"16/12/2022 12:41:57";"16/12/2022 12:41:57"
"2259";"Вагайский район; село Вагай";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:42:00";"16/12/2022 12:42:00"
"2260";"Голышмановский городской округ; посёлок городского типа Голышманово";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:42:00";"16/12/2022 12:42:00"
"2261";"Исетский район; село Исетское";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:42:01";"16/12/2022 12:42:01"
"2262";"Казанский район; село Казанское";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:42:01";"16/12/2022 12:42:01"
"2263";"Нижнетавдинский район; село Нижняя Тавда";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:42:02";"16/12/2022 12:42:02"
"2264";"Уватский район; село Уват";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:42:02";"16/12/2022 12:42:02"
"2265";"Ярковский район; село Ярково";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:42:03";"16/12/2022 12:42:03"
"2266";"Тюменский район; рабочий посёлок Винзили";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:42:13";"16/12/2022 12:42:13"
"2268";"Кизнерский район; посёлок Кизнер";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:22";"16/12/2022 12:42:22"
"2269";"Завьяловский район; село Завьялово";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:25";"16/12/2022 12:42:25"
"2270";"Малопургинский район; село Малая Пурга";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:26";"16/12/2022 12:42:26"
"2271";"Алнашский район; село Алнаши";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:37";"16/12/2022 12:42:37"
"2272";"Граховский район; село Грахово";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:37";"16/12/2022 12:42:37"
"2274";"Шарканский район; село Шаркан";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:41";"16/12/2022 12:42:41"
"2275";"Балезинский район; посёлок Балезино";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:42";"16/12/2022 12:42:42"
"2276";"Красногорский район; село Красногорское";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:43";"16/12/2022 12:42:43"
"2277";"Юкаменский район; село Юкаменское";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:43";"16/12/2022 12:42:43"
"2278";"Ярский район; посёлок Яр";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:43";"16/12/2022 12:42:43"
"2279";"Вавожский район; село Вавож";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:44";"16/12/2022 12:42:44"
"2280";"Селтинский район; село Селты";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:44";"16/12/2022 12:42:44"
"2281";"Сюмсинский район; село Сюмси";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:45";"16/12/2022 12:42:45"
"2282";"Увинский район; посёлок Ува";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:45";"16/12/2022 12:42:45"
"2283";"Игринский район; посёлок Игра";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:45";"16/12/2022 12:42:45"
"2284";"Дебёсский район; село Дебёсы";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:46";"16/12/2022 12:42:46"
"2285";"Кезский район; посёлок Кез";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:46";"16/12/2022 12:42:46"
"2286";"Якшур-Бодьинский район; село Якшур-Бодья";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:47";"16/12/2022 12:42:47"
"2287";"Сарапульский район; село Сигаево";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:48";"16/12/2022 12:42:48"
"2288";"Киясовский район; село Киясово";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:48";"16/12/2022 12:42:48"
"2289";"Каракулинский район; село Каракулино";"Удмуртская Республика";"18";"Приволжский федеральный округ";;;"16/12/2022 12:42:49";"16/12/2022 12:42:49"
"2290";"Базарносызганский район; посёлок городского типа Базарный Сызган";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:00";"16/12/2022 12:43:00"
"2291";"Вешкаймский район; рабочий посёлок Вешкайма";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:01";"16/12/2022 12:43:01"
"2292";"Карсунский район; посёлок городского типа Карсун";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:03";"16/12/2022 12:43:03"
"2293";"Кузоватовский район; рабочий посёлок Кузоватово";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:03";"16/12/2022 12:43:03"
"2294";"Майнский район; рабочий посёлок Майна";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:04";"16/12/2022 12:43:04"
"2295";"Николаевский район; рабочий посёлок Николаевка";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:04";"16/12/2022 12:43:04"
"2296";"Новомалыклинский район; село Новая Малыкла";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:05";"16/12/2022 12:43:05"
"2297";"Новоспасский район; посёлок городского типа Новоспасское";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:05";"16/12/2022 12:43:05"
"2298";"Павловский район; посёлок городского типа Павловка";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:05";"16/12/2022 12:43:05"
"2299";"Радищевский район; рабочий посёлок Радищево";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:06";"16/12/2022 12:43:06"
"2300";"Старокулаткинский район; посёлок городского типа Старая Кулатка";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:06";"16/12/2022 12:43:06"
"2301";"Старомайнский район; посёлок городского типа Старая Майна";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:07";"16/12/2022 12:43:07"
"2302";"Сурский район; рабочий посёлок Сурское";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:07";"16/12/2022 12:43:07"
"2303";"Тереньгульский район; посёлок городского типа Тереньга";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:07";"16/12/2022 12:43:07"
"2304";"Ульяновский район; рабочий посёлок Ишеевка";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:08";"16/12/2022 12:43:08"
"2305";"Цильнинский район; село Большое Нагаткино";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:09";"16/12/2022 12:43:09"
"2306";"Чердаклинский район; посёлок городского типа Чердаклы";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:09";"16/12/2022 12:43:09"
"2307";"Мелекесский район; посёлок городского типа Новая Майна";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:09";"16/12/2022 12:43:09"
"2308";"Мелекесский район; посёлок городского типа Мулловка";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:10";"16/12/2022 12:43:10"
"2309";"Мелекесский район; село Рязаново";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:10";"16/12/2022 12:43:10"
"2310";"Мелекесский район; посёлок Новосёлки";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:10";"16/12/2022 12:43:10"
"2311";"Мелекесский район; село Тиинск";"Ульяновская область";"73";"Приволжский федеральный округ";;;"16/12/2022 12:43:11";"16/12/2022 12:43:11"
"2312";"Аяно-Майский район; село Аян";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:29";"16/12/2022 12:43:29"
"2313";"Ванинский район; рабочий посёлок Ванино";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:30";"16/12/2022 12:43:30"
"2314";"Нанайский район; село Троицкое";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:30";"16/12/2022 12:43:30"
"2315";"Охотский район; рабочий посёлок Охотск";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:31";"16/12/2022 12:43:31"
"2316";"Тугуро-Чумиканский район; село Чумикан";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:32";"16/12/2022 12:43:32"
"2317";"Хабаровский район; село Князе-Волконское";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:32";"16/12/2022 12:43:32"
"2318";"Верхнебуреинский район; рабочий посёлок Чегдомын";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:37";"16/12/2022 12:43:37"
"2319";"район им. Лазо; рабочий посёлок Переяславка";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:38";"16/12/2022 12:43:38"
"2320";"Солнечный район; рабочий посёлок Солнечный";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:39";"16/12/2022 12:43:39"
"2321";"Ульчский район; село Богородское";"Хабаровский край";"27";"Дальневосточный федеральный округ";;;"16/12/2022 12:43:39";"16/12/2022 12:43:39"
"2322";"Белоярский район; Белоярский";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:40";"16/12/2022 12:43:40"
"2323";"городской округ Нягань; Нягань";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:40";"16/12/2022 12:43:40"
"2324";"городской округ Нижневартовск; Нижневартовск";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:41";"16/12/2022 12:43:41"
"2325";"городской округ Пыть-Ях; Пыть-Ях";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:41";"16/12/2022 12:43:41"
"2326";"городской округ Урай; Урай";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:41";"16/12/2022 12:43:41"
"2327";"Берёзовский район; посёлок городского типа Берёзово";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:42";"16/12/2022 12:43:42"
"2328";"Берёзовский район; посёлок городского типа Игрим";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:42";"16/12/2022 12:43:42"
"2329";"Кондинский район; посёлок городского типа Междуреченский";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:42";"16/12/2022 12:43:42"
"2330";"Нефтеюганский район; посёлок городского типа Пойковский";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:43";"16/12/2022 12:43:43"
"2331";"Нижневартовский район; посёлок городского типа Излучинск";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:43";"16/12/2022 12:43:43"
"2332";"Нижневартовский район; посёлок городского типа Новоаганск";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:44";"16/12/2022 12:43:44"
"2333";"Октябрьский район; посёлок городского типа Октябрьское";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:44";"16/12/2022 12:43:44"
"2334";"Советский район; Советский";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:44";"16/12/2022 12:43:44"
"2335";"Советский район; посёлок городского типа Пионерский";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:45";"16/12/2022 12:43:45"
"2336";"Сургутский район; посёлок городского типа Белый Яр";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:45";"16/12/2022 12:43:45"
"2337";"Сургутский район; посёлок Нижнесортымский";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:46";"16/12/2022 12:43:46"
"2338";"Сургутский район; посёлок городского типа Фёдоровский";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:46";"16/12/2022 12:43:46"
"2339";"Сургутский район; Лянтор";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:46";"16/12/2022 12:43:46"
"2340";"городской округ Сургут; Сургут";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:47";"16/12/2022 12:43:47"
"2341";"городской округ Когалым; Когалым";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:47";"16/12/2022 12:43:47"
"2342";"городской округ Лангепас; Лангепас";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:48";"16/12/2022 12:43:48"
"2343";"городской округ Мегион; Мегион";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:48";"16/12/2022 12:43:48"
"2344";"городской округ Нефтеюганск; Нефтеюганск";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:48";"16/12/2022 12:43:48"
"2354";"городской округ Покачи; Покачи";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:52";"16/12/2022 12:43:52"
"2355";"городской округ Радужный; Радужный";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:53";"16/12/2022 12:43:53"
"2363";"городской округ Ханты-Мансийск; Ханты-Мансийск";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:56";"16/12/2022 12:43:56"
"2365";"городской округ Югорск; Югорск";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:43:56";"16/12/2022 12:43:56"
"2380";"Кондинский район; посёлок Мулымья";"Тюменская область";"72";"Уральский федеральный округ";;;"16/12/2022 12:44:02";"16/12/2022 12:44:02"
"2384";"городской округ Верхний Уфалей; город Верхний Уфалей";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:20";"16/12/2022 12:44:20"
"2385";"Коркинский муниципальный округ; рабочий посёлок Роза";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:22";"16/12/2022 12:44:22"
"2386";"Коркинский муниципальный округ; рабочий посёлок Первомайский";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:22";"16/12/2022 12:44:22"
"2387";"Агаповский район; село Агаповка";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:24";"16/12/2022 12:44:24"
"2388";"Аргаяшский район; село Аргаяш";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:25";"16/12/2022 12:44:25"
"2389";"Брединский район; посёлок Бреды";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:25";"16/12/2022 12:44:25"
"2390";"Увельский район; посёлок Увельский";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:28";"16/12/2022 12:44:28"
"2391";"Варненский район; село Варна";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:29";"16/12/2022 12:44:29"
"2392";"Еткульский район; село Еткуль";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:29";"16/12/2022 12:44:29"
"2393";"Кизильский район; село Кизильское";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:30";"16/12/2022 12:44:30"
"2394";"Красноармейский район; село Миасское";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:30";"16/12/2022 12:44:30"
"2395";"Кунашакский район; село Кунашак";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:30";"16/12/2022 12:44:30"
"2396";"Нагайбакский район; село Фершампенуаз";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:31";"16/12/2022 12:44:31"
"2397";"Октябрьский район; село Октябрьское";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:31";"16/12/2022 12:44:31"
"2398";"Сосновский район; село Долгодеревенское";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:32";"16/12/2022 12:44:32"
"2399";"Уйский район; село Уйское";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:32";"16/12/2022 12:44:32"
"2400";"Чесменский район; село Чесма";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:32";"16/12/2022 12:44:32"
"2401";"Локомотивный городской округ; рабочий посёлок Локомотивный";"Челябинская область";"74";"Уральский федеральный округ";;;"16/12/2022 12:44:37";"16/12/2022 12:44:37"
"2402";"Ачхой-Мартановский район; село Ачхой-Мартан";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:44";"16/12/2022 12:44:44"
"2403";"Наурский район; станица Наурская";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:46";"16/12/2022 12:44:46"
"2404";"Серноводский район; село Серноводское";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:47";"16/12/2022 12:44:47"
"2405";"Шелковской район; станица Шелковская";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:47";"16/12/2022 12:44:47"
"2406";"Надтеречный район; село Надтеречное";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:50";"16/12/2022 12:44:50"
"2407";"Ножай-Юртовский район; село Ножай-Юрт";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:52";"16/12/2022 12:44:52"
"2408";"Курчалоевский район; Курчалой";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:53";"16/12/2022 12:44:53"
"2409";"Веденский район; село Ведено";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:56";"16/12/2022 12:44:56"
"2410";"Шатойский район; село Шатой";"Чеченская Республика";"20";"Северо-Кавказский федеральный округ";;;"16/12/2022 12:44:56";"16/12/2022 12:44:56"
"2411";"Аликовский муниципальный округ; село Аликово";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:05";"16/12/2022 12:45:05"
"2412";"Батыревский муниципальный округ; село Батырево";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:05";"16/12/2022 12:45:05"
"2413";"Вурнарский муниципальный округ; посёлок городского типа Вурнары";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:05";"16/12/2022 12:45:05"
"2414";"Ибресинский муниципальный округ; посёлок городского типа Ибреси";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:06";"16/12/2022 12:45:06"
"2415";"Канашский муниципальный округ; село Шихазаны";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:06";"16/12/2022 12:45:06"
"2416";"Комсомольский муниципальный округ; село Комсомольское";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:07";"16/12/2022 12:45:07"
"2417";"Красночетайский муниципальный округ; село Красные Четаи";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:07";"16/12/2022 12:45:07"
"2418";"Моргаушский муниципальный округ; село Моргауши";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:08";"16/12/2022 12:45:08"
"2419";"Чебоксарский муниципальный округ; посёлок городского типа Кугеси";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:09";"16/12/2022 12:45:09"
"2420";"Шемуршинский муниципальный округ; село Шемурша";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:10";"16/12/2022 12:45:10"
"2421";"Яльчикский муниципальный округ; село Яльчики";"Чувашская Республика";"21";"Приволжский федеральный округ";;;"16/12/2022 12:45:10";"16/12/2022 12:45:10"
